,harvard_oxford,destrieux,diedrichsen,jhu,juelich,mist,yeo_networks7,yeo_networks17,component,cut_coords
124,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),L S_precentral-sup-part,Background,Superior corona radiata R,GM Premotor cortex BA6 L,SOMATOMOTOR_NETWORK_anteromedial,Background,DorsAttnB,124,"[-17.01917012651984, -4.087884229926857, 48.308137678096955]"
125,Frontal Pole,L G_front_middle,Background,Background,Background,right_FRONTAL_POLE_lateral,ContA,ContB,125,"[-41.408368122337365, 51.60254522478496, 6.8977052031700765]"
126,Postcentral Gyrus,L S_central,Background,Background,GM Primary motor cortex BA4p L,left_SOMATOMOTOR_NETWORK_dorsolateral,SomMotA,SomMotA,126,"[-26.20697363764397, -30.81631089219161, 65.14879527656558]"
127,Precuneous Cortex,L S_subparietal,Background,Background,GM Superior parietal lobule 7P L,PRECUNEUS_dorsal,DefaultB,ContC,127,"[-5.069256159331644, -58.22394246791583, 42.84652963382088]"
128,"Supramarginal Gyrus, posterior division",R G_pariet_inf-Supramar,Background,Background,GM Inferior parietal lobule PF R,SUPRAMARGINAL_GYRUS,SalVentAttnA,SalVentAttnB,128,"[66.38173796592534, -36.41353841163654, 31.858483039743774]"
129,Temporal Occipital Fusiform Cortex,R S_oc-temp_med_and_Lingual,Left V,Posterior thalamic radiation (include optic radiation) L,GM Hippocampus cornu ammonis R,COLLATERAL_SULCUS,VisCent,DefaultC,129,"[29.207434699601365, -42.132751253650525, -10.384269573948899]"
130,Background,Background,Background,Fornix (cres) / Stria terminalis (can not be resolved with current resolution) R,GM Hippocampus dentate gyrus L,THALAMUS_ventral,Background,Background,130,"[-23.30231898856671, -29.653244302253952, 3.9838220326601146]"
131,Precentral Gyrus,L G_precentral,Background,Background,GM Broca's area BA44 L,SOMATOMOTOR_NETWORK_ventrolateral,SomMotA,SomMotB,131,"[-61.5264776454704, 7.76160335128759, 28.46043826621286]"
132,"Inferior Temporal Gyrus, temporooccipital part",R S_oc-temp_lat,Background,Posterior thalamic radiation (include optic radiation) L,WM Optic radiation R,OCCIPITOTEMPORAL_GYRUS_lateral,DorsAttnB,DorsAttnA,132,"[46.24509558579388, -41.23258840187468, -19.14760207320596]"
133,Subcallosal Cortex,L G_subcallosal,Background,Pontine crossing tract (a part of MCP),WM Cingulum L,VENTRAL_MEDIAL_PREFRONTAL_CORTEX_posterior,LimbicA,LimbicB,133,"[-0.34968612427704215, 26.6310914755513, -8.490435904844702]"
134,Frontal Pole,R S_orbital_lateral,Background,Background,Background,LATERAL_ORBITAL_GYRUS,ContA,ContB,134,"[42.96160452606344, 46.40775739183897, -8.12318569436205]"
135,"Superior Temporal Gyrus, posterior division",L S_temporal_sup,Background,Background,Background,left_MIDDLE_TEMPORAL_GYRUS_posterior,DefaultB,TempPar,135,"[-56.84681848315107, -38.38275900402999, 4.587255898421944]"
136,Occipital Pole,L G_occipital_sup,Background,Background,GM Visual cortex V2 BA18 L,POSTERIOR_VISUAL_NETWORK_dorsomedial,VisCent,VisCent,136,"[-10.763726860730458, -95.413924063655, 13.44885545918487]"
137,Frontal Pole,L G_and_S_transv_frontopol,Background,Background,Background,right_FRONTAL_POLE_lateral,DefaultB,ContB,137,"[-19.513052307502946, 57.97477263126774, 2.5408957185078265]"
138,Background,L Lat_Fis-post,Background,Superior longitudinal fasciculus R,WM Optic radiation L,left_ANGULAR_GYRUS,Background,TempPar,138,"[-37.9298708896781, -46.54330930576589, 14.233457692028878]"
139,Superior Frontal Gyrus,R S_precentral-sup-part,Background,Background,GM Premotor cortex BA6 R,FRONTAL_EYE_FIELD,DorsAttnB,DorsAttnB,139,"[27.316828340050506, -4.4571873159121225, 57.31262582690539]"
140,"Supramarginal Gyrus, anterior division",L S_postcentral,Background,Background,GM Anterior intra-parietal sulcus hIP2 L,right_POSTCENTRAL_SULCUS,ContA,ContA,140,"[-46.830476831035, -40.36079512559847, 46.07772249512236]"
141,Frontal Pole,R G_and_S_frontomargin,Background,Background,Background,FRONTAL_POLE,LimbicA,LimbicB,141,"[17.316194686723847, 60.916878853061746, -10.523900882505018]"
142,Background,Background,Background,Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) R,WM Optic radiation L,HIPPOCAMPUS,Background,Background,142,"[-39.337982711859176, -43.04632277969388, -3.373422604336838]"
143,"Supramarginal Gyrus, posterior division",R S_interm_prim-Jensen,Background,Background,GM Inferior parietal lobule PFm R,right_ANGULAR_GYRUS,SalVentAttnA,TempPar,143,"[62.502764154574294, -43.13238613143804, 12.277918022891157]"
144,Subcallosal Cortex,L G_subcallosal,Background,Anterior limb of internal capsule R,WM Fornix,CAUDATE,Background,Background,144,"[5.651130861960553, 8.145722866885478, 0.5429331750505639]"
145,"Middle Temporal Gyrus, temporooccipital part",R S_temporal_sup,Background,Posterior corona radiata L,WM Optic radiation R,FUSIFORM_GYRUS_dorsolateral,Background,Background,145,"[43.437107296734695, -47.14845035933324, 1.309202444119748]"
146,Background,Background,Background,Anterior limb of internal capsule R,WM Superior occipito-frontal fascicle L,CAUDATE,Background,Background,146,"[-14.426542989040627, 2.3551461590304825, 12.817158993162181]"
147,Central Opercular Cortex,R S_circular_insula_sup,Background,Fornix (cres) / Stria terminalis (can not be resolved with current resolution) L,GM Secondary somatosensory cortex / Parietal operculum OP3 R,HESCHLS GYRUS,SomMotA,SomMotB,147,"[40.76059277800462, -7.721808389443964, 21.053322527408213]"
148,Background,R S_circular_insula_ant,Background,Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) L,WM Inferior occipito-frontal fascicle R,PUTAMEN_anterior,Background,Background,148,"[24.75754576710527, 14.294411786053047, -0.7304544837626992]"
149,"Supramarginal Gyrus, posterior division",R S_interm_prim-Jensen,Background,Background,GM Anterior intra-parietal sulcus hIP2 R,right_INTRAPARIETAL_SULCUS,DorsAttnB,ContA,149,"[39.84120808971133, -42.78385820128507, 43.639623375386805]"
150,Precentral Gyrus,L G_precentral,Background,Background,GM Premotor cortex BA6 L,left_SOMATOMOTOR_NETWORK_dorsolateral,SomMotA,SomMotA,150,"[-30.609569000198633, -19.040602446967867, 74.54602989741741]"
151,"Middle Temporal Gyrus, posterior division",L S_temporal_sup,Background,Background,WM Acoustic radiation L,left_MIDDLE_TEMPORAL_GYRUS_anterior,DefaultB,DefaultB,151,"[-50.85745635872195, -14.963012932630178, -14.214817942632259]"
152,Background,Background,Background,Cerebral peduncle L,WM Callosal body,CAUDATE,Background,Background,152,"[10.38059553698632, 15.64121379683695, 9.80237436589664]"
153,Superior Parietal Lobule,L S_postcentral,Background,Background,GM Primary somatosensory cortex BA2 L,SOMATOMOTOR_NETWORK_mediolateral,SomMotA,SomMotA,153,"[-28.311093002059167, -39.28635473162464, 56.12627124338363]"
154,Occipital Pole,R Pole_occipital,Background,Background,GM Visual cortex V1 BA17 R,POSTERIOR_VISUAL_NETWORK_lateral,VisCent,VisCent,154,"[25.031145587600278, -97.47805075509734, 2.534599321229507]"
155,Paracingulate Gyrus,L G_and_S_cingul-Mid-Ant,Background,Superior corona radiata R,GM Premotor cortex BA6 L,CINGULATE_SULCUS_posterior,SalVentAttnA,SalVentAttnA,155,"[-9.529124437195208, 12.578164026460286, 41.05381936091081]"
156,Temporal Occipital Fusiform Cortex,R S_oc-temp_lat,Right VI,Posterior thalamic radiation (include optic radiation) L,WM Optic radiation R,COLLATERAL_SULCUS,VisCent,DorsAttnA,156,"[39.07174888015447, -45.867148174404946, -15.994169953851838]"
157,Intracalcarine Cortex,L S_calcarine,Background,Background,GM Visual cortex V1 BA17 L,MEDIAL_VISUAL_NETWORK_posterior,VisCent,VisPeri,157,"[-8.205810585068747, -88.79397772764196, 4.798032673777229]"
158,Supracalcarine Cortex,R S_parieto_occipital,Background,Superior corona radiata L,WM Optic radiation R,MEDIODORSAL_VISUAL_NETWORK_anterior,VisCent,VisPeri,158,"[21.695180552969575, -66.97940150824726, 25.071900642536505]"
159,Background,L S_front_middle,Background,Anterior corona radiata R,WM Superior occipito-frontal fascicle L,left_MIDDLE_FRONTAL_GYRUS_anterior,Background,Background,159,"[-24.218395567544775, 35.784700449130696, 12.344615120946429]"
160,"Cingulate Gyrus, posterior division",R G_and_S_cingul-Mid-Post,Background,Cingulum (cingulate gyrus) R,WM Cingulum L,POSTERIOR_CINGULATE_CORTEX,SalVentAttnA,DefaultA,160,"[0.13050433178283072, -15.972478514311092, 37.73094593175756]"
161,Superior Frontal Gyrus,R S_front_sup,Background,Background,GM Premotor cortex BA6 R,FRONTAL_EYE_FIELD,DorsAttnB,DorsAttnB,161,"[22.647101104940674, 6.408519902804244, 59.70779476171191]"
162,Precentral Gyrus,L S_precentral-sup-part,Background,Background,GM Premotor cortex BA6 L,FRONTAL_EYE_FIELD,DorsAttnB,DorsAttnB,162,"[-26.64578598574569, -7.827345582942229, 54.17488974412805]"
163,Background,Background,Right VIIIb,Background,Background,CEREBELLUM_VIIb_lateral,Background,Background,163,"[17.551700792589656, -58.326480223113165, -56.44429971590008]"
164,Occipital Fusiform Gyrus,R S_collat_transv_post,Background,Background,GM Visual cortex V3V R,VENTRAL_VISUAL_NETWORK_lateral,VisCent,VisCent,164,"[22.437956871036334, -81.3136973571823, -10.044966080872527]"
165,"Cingulate Gyrus, anterior division",L S_pericallosal,Background,Genu of corpus callosum,WM Cingulum L,POSTERIOR_CINGULATE_CORTEX,ContA,ContC,165,"[-0.11072099163716587, -4.655856891582488, 29.468143391724254]"
166,"Lateral Occipital Cortex, inferior division",L S_oc_middle_and_Lunatus,Background,Posterior thalamic radiation (include optic radiation) R,WM Optic radiation L,LATERAL_VISUAL_NETWORK_posterior,Background,Background,166,"[-32.56883232781557, -73.04909953487828, 4.511890482276755]"
167,Background,Background,Background,Splenium of corpus callosum,WM Fornix,THALAMUS_dorsal,Background,Background,167,"[0.11036238349487348, -7.6815923322322845, 12.062804191659964]"
168,"Inferior Temporal Gyrus, anterior division",L Pole_temporal,Background,Background,Background,TEMPORAL_POLE,LimbicA,LimbicA,168,"[-46.61832559312117, 5.9139771607954685, -37.54598682448872]"
169,Background,Background,Vermis VI,Background,Background,CEREBELLUM_VI_posterior,Background,Background,169,"[2.809443061127709, -71.81710758604767, -25.033016959874963]"
170,Frontal Operculum Cortex,L G_front_inf-Opercular,Background,Background,GM Broca's area BA44 L,ANTERIOR_INSULA_posterodorsal,SalVentAttnA,SalVentAttnA,170,"[-40.500467143243846, 8.918334799708191, 5.66866279772232]"
171,Background,L G_oc-temp_med-Parahip,Background,Fornix (cres) / Stria terminalis (can not be resolved with current resolution) R,GM Hippocampus dentate gyrus L,HIPPOCAMPUS,Background,Background,171,"[-28.525063318161713, -31.562079663315515, -6.006074864135229]"
172,"Lateral Occipital Cortex, inferior division",L G_temporal_middle,Background,Background,GM Inferior parietal lobule PGp L,FUSIFORM_GYRUS_dorsolateral,DorsAttnB,DorsAttnB,172,"[-53.72728880181732, -65.84372552310104, 7.49270775187955]"
173,Occipital Fusiform Gyrus,R G_oc-temp_med-Lingual,Right Crus I,Background,GM Visual cortex V3V R,CEREBELLUM_CRUSI,VisCent,VisCent,173,"[17.916567396274516, -79.78419973491398, -19.642873789874216]"
174,Frontal Pole,R G_front_sup,Background,Background,Background,DORSOMEDIAL_PREFRONTAL_CORTEX_anterororstral,DefaultB,DefaultA,174,"[12.332459586697766, 58.601978348779426, 18.26086887045531]"
175,Planum Temporale,L G_temp_sup-Plan_tempo,Background,Background,GM Inferior parietal lobule PFcm L,SUPERIOR_TEMPORAL_GYRUS_posterior,SomMotA,SomMotB,175,"[-55.92755123622015, -35.19462911714655, 14.702931010241628]"
176,"Lateral Occipital Cortex, inferior division",L G_and_S_occipital_inf,Background,Background,GM Visual cortex V4 L,LATERAL_VISUAL_NETWORK_ventroposterior,VisCent,VisCent,176,"[-37.04620531700968, -82.55150394099729, -10.487399737974016]"
177,"Lateral Occipital Cortex, superior division",R S_intrapariet_and_P_trans,Background,Background,GM Anterior intra-parietal sulcus hIP3 R,right_DORSAL_VISUAL_STREAM_ventral,DorsAttnB,DorsAttnA,177,"[29.879963737441756, -65.51943012214383, 41.134147626469414]"
178,"Inferior Temporal Gyrus, temporooccipital part",L S_oc-temp_lat,Background,Background,Background,OCCIPITOTEMPORAL_GYRUS_lateral,DorsAttnB,DorsAttnA,178,"[-47.86139210885177, -46.58605771640393, -19.414310089766794]"
179,Precentral Gyrus,R G_precentral,Background,Background,GM Primary somatosensory cortex BA1 R,SOMATOMOTOR_NETWORK_ventrolateral,SomMotA,SomMotB,179,"[62.32937412512109, 4.74281236415743, 34.10452866998311]"
180,Background,Background,Background,Background,GM Amygdala_centromedial group L,PUTAMEN_anterior,Background,Background,180,"[-19.877535208593414, -2.31773972155014, -7.5358777866144635]"
181,Frontal Orbital Cortex,L S_orbital-H_Shaped,Background,Anterior corona radiata R,Background,MEDIAL_ORBITAL_GYRUS,LimbicA,LimbicB,181,"[-22.20397978641013, 26.55570619364343, -15.608929155310236]"
182,Postcentral Gyrus,L S_central,Background,Superior longitudinal fasciculus R,GM Primary somatosensory cortex BA3a L,right_POSTCENTRAL_SULCUS,DorsAttnB,DorsAttnB,182,"[-38.591271655601915, -24.57886797112522, 36.31958687032319]"
183,Insular Cortex,R G_insular_short,Background,Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) L,WM Inferior occipito-frontal fascicle R,ANTERIOR_INSULA_posterodorsal,SalVentAttnA,SalVentAttnA,183,"[36.26282877471513, 9.98290529354179, 0.12225098322358008]"
184,Middle Frontal Gyrus,R G_front_middle,Background,Background,Background,right_MIDDLE_FRONTAL_GYRUS_posterior,ContA,ContB,184,"[40.05250756462698, 21.67916184355198, 43.35239463165797]"
185,Superior Frontal Gyrus,L S_front_sup,Background,Background,GM Premotor cortex BA6 L,PRE_SUPPLEMENTARY_MOTOR_CORTEX_posterior,DorsAttnB,DorsAttnB,185,"[-15.742100484359312, -2.0547150642175893, 58.94208203207708]"
186,Background,Background,Background,Posterior corona radiata R,GM Anterior intra-parietal sulcus hIP1 L,Background,Background,Background,186,"[-28.149345235351277, -47.71607189300239, 23.430060971374672]"
187,"Lateral Occipital Cortex, superior division",L G_pariet_inf-Angular,Background,Background,GM Inferior parietal lobule PGp L,left_INFERIOR_PARIETAL_LOBULE,DefaultB,DefaultC,187,"[-43.19144501046786, -75.81618469883917, 35.68636897237789]"
188,"Lateral Occipital Cortex, superior division",L G_parietal_sup,Background,Background,GM Superior parietal lobule 7P L,PRECUNEUS_dorsal,DorsAttnB,DorsAttnA,188,"[-14.311993781000282, -67.9735556054238, 58.235443551437385]"
189,Background,Background,Background,Middle cerebellar peduncle,Background,Background,Background,Background,189,"[-0.8135989540944593, -28.708408493958757, -29.34459204139342]"
190,Superior Frontal Gyrus,R S_precentral-sup-part,Background,Background,GM Premotor cortex BA6 R,PRE_SUPPLEMENTARY_MOTOR_CORTEX_posterior,DorsAttnB,DorsAttnB,190,"[17.15398104379375, -2.5045895098252515, 56.8317097662362]"
191,"Lateral Occipital Cortex, superior division",R G_pariet_inf-Angular,Background,Background,GM Inferior parietal lobule PGp R,right_DORSAL_VISUAL_STREAM_ventral,DorsAttnB,DorsAttnA,191,"[31.037843039417112, -75.85900468231358, 42.03985035510043]"
192,Superior Frontal Gyrus,L G_front_sup,Background,Background,Background,left_SUPERIOR_FRONTAL_SULCUS_anterior,DefaultB,DefaultB,192,"[-21.598415653078632, 32.437342629938996, 57.29056433962069]"
193,Superior Parietal Lobule,R S_cingul-Marginalis,Background,Background,GM Superior parietal lobule 7PC R,DORSAL_VISUAL_STREAM_superior,Background,DorsAttnA,193,"[20.309172094114942, -49.844213130248775, 45.954036828751626]"
194,Frontal Pole,R G_and_S_transv_frontopol,Background,Background,Background,left_FRONTAL_POLE_lateral,ContA,ContB,194,"[24.829462719361203, 55.83107375148441, 5.887782770315653]"
195,Background,Background,Background,Genu of corpus callosum,WM Callosal body,CAUDATE_dorsal,Background,Background,195,"[8.94563781097682, -12.829955297174621, 22.70783920521913]"
196,Supracalcarine Cortex,L G_cuneus,Background,Background,GM Visual cortex V1 BA17 L,MEDIAL_VISUAL_NETWORK_posterior,VisCent,VisPeri,196,"[-2.7396696846490443, -71.08826970234867, 14.728209655477997]"
197,"Supramarginal Gyrus, anterior division",L S_postcentral,Background,Superior longitudinal fasciculus R,GM Anterior intra-parietal sulcus hIP2 L,right_POSTCENTRAL_SULCUS,DorsAttnB,DorsAttnB,197,"[-44.34150554686799, -37.156598950115765, 35.12466706019167]"
198,"Lateral Occipital Cortex, superior division",L S_intrapariet_and_P_trans,Background,Background,GM Anterior intra-parietal sulcus hIP3 L,left_DORSAL_VISUAL_STREAM_ventral,DorsAttnB,ContA,198,"[-31.140511732274632, -64.86766807438256, 35.59620729882323]"
199,Insular Cortex,L S_circular_insula_inf,Background,Cerebral peduncle R,GM Lateral geniculate body L,THALAMUS_ventral,Background,SalVentAttnA,199,"[-19.187352035252033, -21.164870377945974, -4.435945447538202]"
200,"Parahippocampal Gyrus, anterior division",R G_temp_sup-Plan_polar,Background,Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) L,GM Amygdala_laterobasal group R,AMYGDALA,Background,LimbicA,200,"[27.2858344141641, -3.3173087975427222, -21.30188034819688]"
201,Postcentral Gyrus,L G_and_S_subcentral,Background,Background,GM Secondary somatosensory cortex / Parietal operculum OP4 L,SOMATOMOTOR_NETWORK_ventrolateral,SomMotA,SomMotB,201,"[-63.20730326945444, -4.510682791112885, 15.013904542986467]"
202,Background,L S_subparietal,Background,Posterior corona radiata R,GM Anterior intra-parietal sulcus hIP3 L,left_DORSAL_VISUAL_STREAM_ventral,Background,Background,202,"[-21.759864981367897, -53.317302921742765, 32.87974478066765]"
203,"Cingulate Gyrus, anterior division",L S_pericallosal,Background,Cingulum (cingulate gyrus) R,WM Cingulum L,POSTERIOR_CINGULATE_CORTEX,SalVentAttnA,SalVentAttnA,203,"[0.1770067381364555, 7.506339326811201, 29.799485260861104]"
204,Parietal Operculum Cortex,L Lat_Fis-post,Background,Superior longitudinal fasciculus R,GM Secondary somatosensory cortex / Parietal operculum OP2 L,HESCHLS GYRUS,SomMotA,SomMotB,204,"[-38.68060548930608, -19.43065346724255, 20.263662999253256]"
205,"Superior Temporal Gyrus, posterior division",R S_temporal_sup,Background,Background,GM Insula Id1 R,right_MIDDLE_TEMPORAL_GYRUS_posterior,DefaultB,TempPar,205,"[50.24100875136028, -22.65380075021679, -4.549878565567951]"
206,Background,R S_front_middle,Background,Retrolenticular part of internal capsule L,WM Callosal body,right_SUPERIOR_FRONTAL_SULCUS,Background,Background,206,"[21.451814805009704, 30.452675033540316, 27.1992691554714]"
