,harvard_oxford,destrieux,diedrichsen,jhu,juelich,mist,yeo_networks7,yeo_networks17,component,cut_coords
496,Precuneous Cortex,L G_parietal_sup,Background,Background,GM Superior parietal lobule 7P L,PRECUNEUS_dorsal,DorsAttnB,ContC,496,"[-1.5436509739128326, -67.17466899784876, 60.167021334002584]"
497,Occipital Fusiform Gyrus,R Pole_occipital,Right Crus I,Background,GM Visual cortex V3V R,NOISE,VisCent,VisCent,497,"[19.182370113233446, -90.15316521773934, -15.276998199217651]"
498,"Cingulate Gyrus, posterior division",L S_cingul-Marginalis,Background,Posterior corona radiata R,GM Superior parietal lobule 5Ci L,INFERIOR_MARGINAL_SULCUS,SalVentAttnA,SalVentAttnA,498,"[14.37309405715878, -30.65166116753656, 40.66602407942737]"
499,Superior Frontal Gyrus,R S_front_sup,Background,Background,GM Premotor cortex BA6 R,FRONTAL_EYE_FIELD,DorsAttnB,DorsAttnB,499,"[22.9793065668769, 2.9442116908091407, 58.476575726793754]"
500,Background,Background,Background,Posterior thalamic radiation (include optic radiation) R,WM Optic radiation L,HIPPOCAMPUS,Background,Background,500,"[-32.56446529394603, -44.069170018871844, 5.8905973450393105]"
501,Postcentral Gyrus,R S_central,Background,Background,GM Primary motor cortex BA4p R,SOMATOMOTOR_NETWORK_mediolateral,SomMotA,SomMotA,501,"[21.286046430772586, -29.42381383942839, 61.42364411940625]"
502,Middle Frontal Gyrus,L G_front_middle,Background,Background,GM Broca's area BA45 L,left_MIDDLE_FRONTAL_GYRUS_posterorostral,ContA,ContA,502,"[-55.844392120182114, 20.686096956178716, 32.24424642531632]"
503,Background,Background,Left Crus I,Unclassified,Background,left_CEREBELLUM_CRUSII_anterior,Background,Background,503,"[-36.5384680523104, -63.75247220927159, -33.499424756730335]"
504,Central Opercular Cortex,R S_circular_insula_sup,Background,Fornix (cres) / Stria terminalis (can not be resolved with current resolution) L,GM Secondary somatosensory cortex / Parietal operculum OP3 R,ANTERIOR_INSULA_posterodorsal,SalVentAttnA,SomMotB,504,"[40.74415550615734, 1.936507409340436, 15.94011220823019]"
505,Background,Background,Background,Tapetum R,WM Callosal body,Background,Background,Background,505,"[-23.47190536097034, -45.157988555166014, 18.112552977441823]"
506,"Lateral Occipital Cortex, superior division",R S_oc_sup_and_transversal,Background,Background,GM Inferior parietal lobule PGp R,right_DORSAL_VISUAL_STREAM_ventral,DorsAttnB,DorsAttnA,506,"[31.465169738293454, -68.49304340838617, 31.41724490883425]"
507,"Superior Temporal Gyrus, anterior division",L G_front_inf-Opercular,Background,Background,GM Secondary somatosensory cortex / Parietal operculum OP4 L,SUPERIOR_TEMPORAL_GYRUS_middle,SomMotA,SomMotB,507,"[-60.392463621026565, 3.2582213105972926, 1.0874606548368604]"
508,"Middle Temporal Gyrus, temporooccipital part",L G_temporal_middle,Background,Background,GM Inferior parietal lobule PFm L,SUPERIOR_TEMPORAL_GYRUS_posterior,SalVentAttnA,TempPar,508,"[-62.509047065069154, -50.83013813340045, 5.808937753425525]"
509,Insular Cortex,R G_Ins_lg_and_S_cent_ins,Background,Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) L,WM Inferior occipito-frontal fascicle R,POSTERIOR_INSULA_ventral,SalVentAttnA,SalVentAttnA,509,"[38.10469868467311, 1.289559427310138, -5.257626803006588]"
510,Precuneous Cortex,L G_precuneus,Background,Background,GM Superior parietal lobule 7M L,PARIETO_OCCIPITAL_SULCUS,DefaultB,ContC,510,"[-2.2076892784774316, -69.79097442292775, 25.139974617383416]"
511,Precentral Gyrus,R S_precentral-sup-part,Background,Background,GM Premotor cortex BA6 R,FRONTAL_EYE_FIELD,DorsAttnB,DorsAttnB,511,"[29.296143689562356, -4.890700149147193, 52.71049298920576]"
